title,site,url,salary,salary_min,salary_max,currency,city,responsibility,requirement,date_publication
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52795682?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,0,руб.,,Работа на производственной базе.,"Исполнительность, желание работать.",
"Грузчик-Разнорабочий, Подработка",https://hh.ru/,https://spb.hh.ru/vacancy/52588382?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,58000,0,руб.,,Выполнение погрузо-разгрузочных работ. - Упаковка и погрузка сладостей. - Соблюдение технологических инструкций. - Человеческое отношение к сотрудникам.,Не указаны,
Грузчик,https://hh.ru/,https://spb.hh.ru/vacancy/52070653?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,65000,80000,руб.,,"Всегда на связи в рабочее время и быстро реагируешь на звонки бригадиров, чтобы успевать выполнять несколько заказов в день. ",Выносливость и восхищенные взгляды.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52713041?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,20000,40000,руб.,,Обязанности: Выполнять разные работы на складе бытовой химии.,"Требования: Желание работать и зарабатывать, пунктуальность, исполнительность, честность по отношению к себе, предприятию и коллегам!",
Подсобный рабочий на производство,https://hh.ru/,https://spb.hh.ru/vacancy/52150975?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,60000,0,руб.,,"Работа на производстве картонной упаковки. Оппалечивание, работа на прессе, погрузка-разгрузка.",Желание работать.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52560005?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,0,руб.,,"Перемещение полуфабриката и материалов по машинам (гофроагрегат, кашировка, тигель) и для ручной склейки. Перемещение макулатуры и технических отходов с машин...","Среднее общее образование. Без опыта работы. Склонность и стремление к обучению выполнения работ. Работоспособность, дисциплинированность, внимательность.",
Разнорабочий в офис,https://hh.ru/,https://spb.hh.ru/vacancy/52615420?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,0,35000,руб.,,"Уборка территории в зимний период (ноябрь-апрель) с апреля работа в офисе. Поддержание мебели, хоз. оборудования и техники офиса в...",Ответственный. Доброжелательный.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52194909?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,0,руб.,,"Выполнение подсобных и вспомогательных работ на производственных участка. Погрузка, разгрузка, перемещение вручную или на тележках, штабелирование бочек, упаковка продукции. ",Не указаны,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/49987273?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,0,руб.,,Не указаны,Не указаны,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52069675?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,40000,руб.,,"уборка территории вокруг офиса: уборка листьев, снега, покос травы, сбор мусора. - вспомогательные подсобные работы.","Исполнительность, аккуратность, ответственность. Отсутствие противопоказаний к физическому труду.",
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/46504699?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,0,руб.,,Подсобные работы.,Желание работать.,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52201088?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,0,руб.,,"Погрузка, выгрузка готовой продукции.",Опыт работы не обязателен.,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52817741?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,30000,0,руб.,,Разложить в гофрокоробки продукцию по наименованиям по квантам. Наклеить этикетки. Расставить продукцию по маршрутам.,"Опыт работы комплектовщиком приветствуется. Аккуратность, трудолюбие, исполнительность. Рассматриваем кандидатов без опыта.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52280205?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,41000,0,руб.,,"Упаковка, фасовка, комплектовка. Строительные работы. Уборка снега. Спил деревьев, корчевка пней, уборка листьев. Уборка, вынос мусора. Подсобные работы. Кровельные работы. ","Аккуратность, внимательность. — Приветствуется опыт работы по специальностям: разнорабочий, комплектовщик, кладовщик, упаковщик, сборщик мебели, подсобник, экспедитор, подработка. — Умение работать в команде.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51933718?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,45000,65000,руб.,,Выполнять распоряжения начальника участка. Выполнение любых вспомогательных и строительных работ на вверенной территории.,Не указаны,
Грузчик-Разнорабочий (Подработка),https://hh.ru/,https://spb.hh.ru/vacancy/52318149?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,52000,0,руб.,,Укладывания коробок на территории склада. - Погрузо-разгрузочные работы. - Разгрузка/погрузка фур с табачной продукцией.,Вы будете видеть только адекватное и человеческое отношение к работникам. Приводите своих друзей и знакомых и работайте вместе на одном...,
Грузчик/разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/48140171?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,2300,2300,руб.,,ЕЖЕНЕДЕЛЬНЫЙ РАСЧЕТ НА КАРТУ . Разгрузо-погрузочные работы с эл. рохлей. Перемещение посылок по складу на тележках.,"Tрудoустpoйство бeз oпыта, обучeниe в пpoцeссе рaботы. Внимательность, исполнительность. Готовность к интенсивной работе в условиях производства.",
Разнорабочий/маляр,https://hh.ru/,https://spb.hh.ru/vacancy/52025627?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,50000,65000,руб.,,"Выполнение работ по огнезащитной обработке деревянных и текстильных изделий. Проведение испытаний лестниц и ограждений кровли , перекатка пожарных рукавов.","Мы ищем ответственного, порядочного сотрудника с желанием работать и зарабатывать. Требуется человек, который не боится испачкать руки. Большим преимуществом будет...",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52030580?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,35000,45000,руб.,,Упаковка готовой продукции (мебельное производство). Отгрузка товара. Прием материалов на склад.,Не указаны,
Подсобный рабочий,https://hh.ru/,https://spb.hh.ru/vacancy/48988925?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,0,руб.,,"Погрузочно-разгрузочные работы. Сбор и вынос мусора, твёрдо-бытовых отходов, крупногабаритного мусора (уборка мусоросборника). Уборка территории.",Не указаны,
Грузчик,https://hh.ru/,https://spb.hh.ru/vacancy/52607641?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,40000,0,руб.,,"Погрузо-разгрузочные работы. - Подъем на этаж/спуски, при необходимости. - Перемещение грузов в складских и производственных зонах. - Работа по разгрузке и...","Аккуратность, внимательность, ответственность. — Приветствуется опыт работы по специальностям: разнорабочий, комплектовщик, кладовщик, упаковщик, сборщик мебели, подсобник, экспедитор. — Умение работать в команде.",
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/52173495?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,25000,35000,руб.,,Посильная помощь на производстве.,Не указаны,
Разнорабочий,https://hh.ru/,https://spb.hh.ru/vacancy/51896370?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,31000,0,руб.,,Погрузочно-разгрузочные операции. Перемещение продукции.,Желание работать.,
Квалифицированный работник (разнорабочий),https://hh.ru/,https://spb.hh.ru/vacancy/52799051?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=%D1%80%D0%B0%D0%B7%D0%BD%D0%BE%D1%80%D0%B0%D0%B1%D0%BE%D1%87%D0%B8%D0%B9,0,60000,0,руб.,,"Выполнение работ на производственных объектах (НПЗ и ГПЗ). Подготовка, настройка, подключение оборудование для выполнения ремонтных и газоопасных работ.","Хорошая физическая подготовка, высокая работоспособность. - Серьезное отношение к работе и качественное исполнение обязанностей. - Способность вести работы в трудных условиях, трудолюбие. - ",
